artista,título,letra,gênero
Justin Bieber,Baby,"Paroles de la chanson Baby par Justin Bieber
Ohh wooaah (3x)
You know you love me,I know you care
Just shout whenever, And I'll be there
You want my love, You want my heart
And we will never ever ever be apart

Are we an item? Girl quit playing
Were just friends, What are you saying
Said theres another, Look right in my eyes

My first love broke my heart for the first time,
And I was like
Baby, baby, baby ohhh
Like baby, baby, baby noo
Like baby, baby, baby ohh
I thought youd always be mine mine


Baby, baby, baby ohh
Like baby, baby, baby noo
Like baby, baby, baby ohh
I thought youd always be mine,mine (oh oh)

For you, I would have done whatever
And I just can't believe, we ain't together
And I wanna play it cool, But I'm losin' you
I'll buy you anything, I'll buy you any ring
And im in pieces, Baby fix me
And just shake me til' you wake me from this bad dream

Im going down, down, down, dooown
And I just cant believe my first love would be around.


And I'm like
Baby, baby, baby ohh
Like baby, baby, baby noo
Like baby, baby, baby ohh
I thought youd always be mine, mine

Baby, baby, baby ohh
Like baby, baby, baby noo
Like baby, baby, baby ohhh
I thought youd always be mine, mine

Luda
When I was 13, I had my first love,
There was nobody that compared to my baby,
And nobody came between us or could ever come above
She had me goin' crazy,
Oh I was starstruck,

She woke me up daily,
Don't need no Starbucks.
She made my heart pound,
And skip a beat when I see her in the street and,
At school on the playground,
But I really wanna see her on the weekend,
She know she got me gazin',
Cuz she was so amazin',
And now my heart is breakin',
But I just keep on sayin'...

Baby, baby, baby ohh
Like baby, baby, baby noo
Like baby, baby, baby ohh
I thought youd always be mine, mine

Baby, baby, baby ohh
Like baby, baby, baby noo

Like baby, baby, baby ohh
I thought youd always be mine, mine

(I'm gone)
Yeah, yeah, yeah (6x)
(Now Im all gone, now im all gone, now im all gone)
Gone, gone, gone,(gone)
I'm gone.",pop hip-hop/rap
Justin Bieber,Never Say Never,"Paroles de la chanson Never Say Never par Justin Bieber
Never say never

Yeah Yeah

Never ever ever ever ohh

See I never thought that I could walk through fire.

I never thought that I could take the burn.

I never had the strength to take it higher,

Until I reached the point of no return.

And there's just no turning back,

When your hearts under attack,

Gonna give everything I have,

It's my destiny.

I will never say never! (I will fight)

I will fight till forever! (make it right)

Whenever you knock me down,

I will not stay on the ground.


Pick it up,

Pick it up,

Pick it up,

Pick it up up up,

And never say never.

Ne-Never say never

Ne-Never say never

Ne-Never say never

Never say it never never say it

I never thought I could feel this power.

I never thought that I could feel this free.

I'm strong enough to climb the highest tower.

And I'm fast enough to run across the sea.Ohh

And there's just no turning back,

When your hearts under attack,

Gonna give everything I have,

Cause this is my destiny.

I will never say never! (I will fight)(never say never)


I will fight till forever! (make it right)

Whenever you knock me down,

I will not stay on the ground.

Pick it up,

Pick it up,

Pick it up,

Pick it up, up, up,

And never say never.

Here we go!

Guess who?

JSmith and JB!

I gotcha lil bro.

I can handle him.

Hold up, I

I can handle him.

Now he's bigger than me,

Taller than me.

And he's older than me,


And stronger than me.

And his arms a little bit longer than me.

But he ain't on a JB song with me!

I be trying a chill

They be trying to side with the thrill.

No pun intended, was raised by the power of Will.

Like Luke with the force, when push comes to shove.

Like Cobe with the 4th, ice water with blood. (let's go)

I gotta be the best, and yes

We're the flyest.

Like David and Goliath,

I conquered the giant.

So now I got the world in my hand,

I was born from two stars

So the moon's where I land.

I will never say never! (I will fight)


(never say it never never say it)

I will fight till forever! (make it right)

Whenever you knock me down,

I will not stay on the ground.

Pick it up,

Pick it up,

Pick it up,

Pick it up, up, up,

And never say never.

I will never say never! (I will fight)

(never say it never never say it)

I will fight till forever! (make it right)

Whenever you knock me down,

I will not stay on the ground.

Pick it up,

Pick it up,

Pick it up,

Pick it up, up, up,


And never say never.

Ne-Never say never

(never say it)

Ne-Never say never

(never say it)

Ne-Never say never

(never say it)

And never say never

Ne-Never say never

(never say it)

Ne-Never say never

(never say it)

Ne-Never say never

And never say never, never, never...",pop hip-hop/rap
Seu Jorge,Amiga Da Minha Mulher,"Ela é amiga da minha mulher.
Pois é, pois é..
Mas vive dando em cima de mim.
Enfim, enfim..
Ainda por cima é uma tremenda gata, pra piorar minha situação.
Se fosse mulher feia tava tudo certo, mulher bonita mexe com meu coração.

Se fosse mulher feia tava tudo certo, mulher bonita mexe com meu coração.



[refrão]

Não pego, eu pego, não pego, eu pego, eu não pego não..

Não pego, eu pego, não pego, eu pego, eu não pego não..



Minha mulher me perguntou até: qual é, qual é?

Eu respondi que não tô nem aí.

Menti, menti..

De vez em quando eu fico admirando, é muita areia pro meu caminhão.

Se fosse mulher feia tava tudo certo, mulher bonita mexe com meu coração.

Se fosse mulher feia tava tudo certo, mulher bonita mexe com meu coração.



[refrão]

Não pego, eu pego, não pego, eu pego, eu não pego não..

Não pego, eu pego, não pego, eu pego, eu não pego não..



O meu cunhado já me avisou, que se eu der mole ele vai me entregar.

A minha sogra me orientou, isso não tá certo é melhor parar.

Falei, ela não quis ouvir. pedi, ela não respeitou.

Eu juro! a carne é fraca mas nunca rolou.(2x)



[repete tudo]



[refrão]

Não pego, eu pego, não pego, eu pego, eu não pego não..

Não pego, eu pego, não pego, eu pego, eu não pego não.. (4x)",MPB/samba/soul
Seu Jorge,Mina Do Condominio,"Tô namorando aquela mina
Mas não sei se ela me namora
Mina maneira do condomínio
Lá do bairro onde eu moro(BIS)
Seu cabelo me alucina

Sua boca me devora

Sua voz me ilumina

Seu olhar me apavora

Me perdi no seu sorriso

Nem preciso me encontrar

Não me mostre o paraíso

Que se eu for, não vou voltar

Pois eu vou

Eu digo ""oi"" ela nem nada

Passa na minha calçada

Dou bom dia ela nem liga

Se ela chega eu paro tudo

Se ela passa eu fico todo

Se vem vindo eu faço figa

eu mando um beijo ela não pega

pisco olho ela se nega

Faço pose ela não vê

Jogo charme ela ignora

Chego junto ela sai fora

Eu escrevo ela não lê



Minha mina

Minha amiga

Minha namorada

Minha gata

Minha sina

Do meu condomínio

Minha musa

Minha vida

Minha Monalisa

Minha Vênus

Minha deusa

Quero seu fascínio (BIS)",MPB/samba/soul
Seu Jorge,Burguesinha,"Vai no cabeleireiro
No esteticista
Malha o dia inteiro
Vida de artista
Saca dinheiro

Vai de motorista

Com seu carro esporte

Vai zoar na pista



Final de semana

Na casa de praia

Só gastando grana

Na maior gandaia

Vai pra balada

Dança bate estaca

Com a sua tribo

Até de madrugada



Burguesinha, burguesinha, burguesinha, burguesinha, burguesinha

Só no filé

Burguesinha, burguesinha, burguesinha, burguesinha, burguesinha

Tem o que quer

Burguesinha, burguesinha, burguesinha, burguesinha, burguesinha

No croissant

Burguesinha, burguesinha, burguesinha, burguesinha, burguesinha

Suquinho de maçã

Burguesinha, burguesinha, burguesinha, burguesinha",MPB/samba/soul
Seu Jorge,Carolina,"Carolina é uma menina bem difícil de esquecer
Andar bonito e um brilho no olhar
Tem um jeito adolescente que me faz enlouquecer
E um molejo que não vou te enganar
Maravilha feminina, meu docinho de pavê
Inteligente ela é muito sensual

Eu te confesso que estou apaixonado por você



O Carolina isso é muito natural

Carolina eu preciso de você

Carolina não vou suportar não te ver

Carolina eu preciso te falar

Carolina eu vou amar você



De segunda a segunda eu fico louco pra te ver

Quando eu te ligo você quase nunca está

Isso era outra coisa que eu queria te dizer

não temos tempo então melhor deixar pra lá

a princípio no Domingo o que você quer fazer

faça um pedido que eu irei realizar

olha aí amigo eu digo que ela só me dá prazer

Essa mina Carolina é de abalar



Ô Carolina eu preciso de você

Ô Carolina não vou suportar não te ver

Ô Carolina eu preciso te falar

Ô Carolina eu vou amar você

Carolina, Carolina



Carolina, preciso te encontrar

Carolina, me sinto muito só

Carolina, preciso te dizer

Ô Carolina eu só quero amar você

Carol, Carol, Carol...",MPB/samba/soul
Sabrina Carpenter,Please Please Please,"Paroles de la chanson Please Please Please par Sabrina Carpenter
I know I have good judgment, I know I have good taste
It's funny and it's ironic that only I feel that way
I promise 'em that you're different and everyone makes mistakes
But just don't
I heard that you're an actor, so act like a stand-up guy
Whatever devil's inside you, don't let him out tonight
I tell them it's just your culture, and everyone rolls their eyes
Yeah, I know
All I'm asking, baby


Please, please, please
Don't prove 'em right
And please, please, please
Don't bring me to tears when I just did my makeup so nice
Heartbreak is one thing, my ego's another
I beg you, don't embarrass me, motherfucker, oh
Please, please, please (Ah)

Well, I have a fun idea, babe (Uh-huh), maybe just stay inside
I know you're cravin' some fresh air, but the ceiling fan is so nice (It's so nice, right?)
And we could live so happily if no one knows that you're with me
I'm just kidding, but really (Kinda), really, really


Please, please, please (Please don't prove 'em right)
Don't prove 'em right
And please, please, please
Don't bring me to tears when I just did my makeup so nice
Heartbreak is one thing (Heartbreak is one thing), my ego's another (Ego's another)
I beg you, don't embarrass me, motherfucker, oh
Please, please, please (Ah)

If you wanna go and be stupid
Don't do it in front of me
If you don't wanna cry to my music
Don't make me hate you prolifically
Please, please, please (Please)
Please, please, please (Please)
Please (Please), please (Please), please

(Ah)",pop
Sabrina Carpenter,Nonsense,"Paroles de la chanson Nonsense par Sabrina Carpenter
Oh-oh, oh-oh, oh-oh (Oh-oh, la-la)
Da-ah, ah-ah, ah-ah-ah
Uh-huh, uh-huh, uh-huh, uh-huh
Yeah

Think I only want one number in my phone
I might change your contact to ""Don't Leave Me Alone""
You said you like my eyes and you like to make 'em roll
Treat me like a queen, now you got me feelin' thrown, oh

But I can't help myself when you get close to me
Baby, my tongue goes numb, sounds like ""bleh-blah-blee""

I don't want no one else (No, no), baby, I'm in too deep
Here's a lil' song I wrote (A song I wrote), it's about you and me (Me)

I'll be honest
Lookin' at you got me thinkin' nonsense
Cartwheels in my stomach when you walk in
And when you got your arms around me
Oh, it feels so good
I had to jump the octave
I think I got an ex, but I forgot him
And I can't find my chill, I must've lost it
I don't even know, I'm talkin' nonsense
I'm talkin', I'm talkin' (Ah-ah-ah-ah)

I'm talkin' all around the clock
I'm talkin' hope nobody knocks

I'm talkin' opposite of soft
I'm talkin' wild, wild thoughts
You gotta keep up with me
I got some young energy
I caught the L-O-V-E
How do you do this to me?

But I can't help myself when you get close to me
Baby, my tongue goes numb, sounds like ""bleh-blah-bleh-blee""
And I don't want no one else (No, no), baby, I'm in too deep (Too deep)
Here's a lil' song I wrote (A song I wrote), it's about you and me

I'll be honest (Honest)
Lookin' at you got me thinkin' nonsense (Nonsense)

Cartwheels in my stomach when you walk in (When you walk in)
When you got your arms around me
Oh, it feels so good
I had to hit the octave
I think I got an ex, but I forgot him
And I can't find my chill, I must've lost it
I don't even know, I'm talkin' nonsense (Oh-oh)
I'm talkin', I'm talkin', I'm talkin'

I'm talkin', I'm talkin' (Na-na-na), I'm talkin'
(Blah-blah, blah-blah)
Ah-ah, ah-ah, ah (Ah-ah)
I don't even know anymore
(Oh)

This song catchier than chickenpox is
I bet your house is where my other sock is

Woke up this morning, thought I'd write a pop hit, ha-ha
How quickly can you take your clothes off? Pop quiz
That one's not gonna make it
Most of these aren't gonna make",pop
Sabrina Carpenter,Espresso,"Paroles de la chanson Espresso par Sabrina Carpenter
Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me espresso
Move it up, down, left, right, oh
Switch it up like Nintendo
Say you can't sleep, baby, I know
That's that me espresso

I can't relate to desperation
My give-a-damns are on vacation
And I got this one boy and he won't stop calling
When they act this way, I know I got 'em

Too bad your ex don't do it for ya
Walked in and dream-came-trued it for ya

Soft skin and I perfumed it for ya (Yes)
I know I Mountain Dew it for ya (Yes)
That morning coffee, brewed it for ya (Yes)
One touch and I brand-newed it for ya

And now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me espresso
Move it up, down, left, right, oh
Switch it up like Nintendo
Say you can't sleep, baby, I know
That's that me espresso

Ha
Is it that sweet? I guess so

I'm working late 'cause I'm a singer

Oh, he looks so cute wrapped 'round my finger
My twisted humor make him laugh so often
My honeybee, come and get this pollen

Too bad your ex don't do it for ya
Walked in and dream-came-trued it for ya
Soft skin and I perfumed it for ya (Yes)
I know I Mountain Dew it for ya (Yes)
That morning coffee, brewed it for ya (Yes)
One touch and I brand-newed it for ya (Stupid)

Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me espresso
Move it up, down, left, right, oh
Switch it up like Nintendo
Say you can't sleep, baby, I know

That's that me espresso (Yes)
Thinkin' 'bout me every night, oh
Is it that sweet? I guess so (Yes)
Say you can't sleep, baby, I know
That's that me espresso (Yes)
Move it up, down, left, right, oh (Move it up, down, left, right, oh)
Switch it up like Nintendo (Yes)
Say you can't sleep, baby, I know
That's that me espresso

Is it that sweet? I guess so
Mm, that's that me espresso",pop
Sabrina Carpenter,Sue Me,"Paroles de la chanson Sue Me par Sabrina Carpenter
Remember when you said that there’s no second chance?
Oh baby, I heard you been hoping you could change the past
You miss the longer nights, you miss the long goodbyes, you miss the longer nights
(Yep, yep, yep, yep, yep)
Well did you ever think that it was hard for me?
Do I get off like nothing happened, nonchalantly?
I got you feeling like, I got you feeling right, I got you feeling like
(Yep, yep, yep, yep, yep)

That’s my shape, I made the shadow
That’s my lane, don’t wear it out though
Feeling myself can’t be illegal, illegal


So sue me for looking so pretty tonight
Wearing your favourite color under the lights
For moving on, doing everything right
So sue me for being good friends with your friends
And running into you the place that we met
For being something you can’t forget
So sue me

It’s hard to see me on when you’ve been off as hell
But I’m not gonna throw myself because you adore yourself
I know it’s hard to see what you don’t want to see, I know it’s hard to see
(Yep, yep, yep, yep, yep)


That’s my shape, I made the shadow
That’s my lane, don’t wear it out though
Feeling myself can’t be illegal, illegal

So sue me for looking so pretty tonight
Wearing your favourite color under the lights
For moving on, doing everything right
So sue me for being good friends with your friends
And running into you the place that we met
For being something you can’t forget
So sue me

Oh, I, I, I guess I’m hard to ignore
Pick up that jaw off the floor

So sue me for looking so pretty tonight
Wearing your favourite color under the lights

For moving on, doing everything right
So sue me for being good friends with your friends
And running into you the place that we met
For being something you can’t forget
So sue me

Sue me, baby",pop
Sabrina Carpenter,Thumbs,"Paroles de la chanson Thumbs par Sabrina Carpenter
Somewhere in the world there is a father and a mother
And the father is a son who has a mother
The mother has a daughter who gets married to the brother of a mother
And they all just tryna multiply with one another

'Cause that's just the way of the world
It never ends till the end then you start again
That's just the way of the world
That's just the way of the world

Somewhere in the world they think they're working for themselves
They get up everyday to go to work for someone else

And somebody works for them and so they think they got it made
But they're all just working to get paid the very same

And so they keep on twiddling them thumbs
Skiddly-dee-da-dum
They gonna keep on twiddling them thumbs
Skiddly-dee-da-dum-dum
And so they keep on twiddling them thumbs
Skiddly-dee-da-dum
They gonna keep on twiddling them thumbs
Skiddly-dee-da-dum-dum

Somewhere in the world you got a robber and a bank
And the bank robbed the people so the people robbed the bank

And the police came to get him but they let him get away
'Cause they're all just working to get paid the very same

'Cause that's just the way of the world
It never ends till the end then you start again
That's just the way of the world
That's just the way of the world

And so they keep on twiddling them thumbs
Skiddly-dee-da-dum
They gonna keep on twiddling them thumbs
Skiddly-dee-da-dum-dum
And so they keep on twiddling them thumbs
Skiddly-dee-da-dum
They gonna keep on twiddling them thumbs
Skiddly-dee-da-dum-dum


Don't believe everything that you hear
Let it go through your left and right ear
Don't just march to the beat of that drum
Don't be one of them people just twiddling them thumbs

'Cause that's just the way of the world
It never ends till the end and then you start again
That's just the way of the world
That's just the way of the world

And so they keep on twiddling them thumbs
Skiddly-dee-da-dum
They gonna keep on twiddling them thumbs
Skiddly-dee-da-dum-dum
And so they keep on twiddling them thumbs

Skiddly-dee-da-dum
They gonna keep on twiddling them thumbs
Skiddly-dee-da-dum-dum

And so they keep on twiddling them thumbs
Skiddly-dee-da-dum
They gonna keep on twiddling them thumbs
Skiddly-dee-da-dum-dum
'Cause that's just the way of the world",pop
Djavan,Oceano,"Assim
Que o día amanheceu
Lá no mar alto da paixão
Dava pra ver o tempo ruir
Cadê você? Que solidão!
Esquecera de mim



Enfim

De tudo que há na terra

Não há nada em lugar nenhum

Que vá crescer sem voce chegar

Longe de ti tudo parou

Ninguém sabe o que eu sofri



Amar é um deserto

E seus temores

Vida que vai na sela

Dessas dores

Não sabe voltar

Me dá teu calor



Vem me fazer feliz

Porque eu te amo

Você deságua em mim

E eu oceano

Esqueço que amar

é quase uma dor

Só sei

Viver

Se for

Por você",MPB
Djavan,Flor De Lis,"Valei-me, Deus!
é o fim do nosso amor
Perdoa, por favor
Eu sei que o erro aconteceu
Mas não sei o que fez
Tudo mudar de vez

Onde foi que eu errei?

Eu só sei que amei,

Que amei, que amei, que amei



Será talvez

Que minha ilusão

Foi dar meu coração

Com toda força

Pra essa moça

Me fazer feliz

E o destino não quis

Me ver como raiz

De uma flor de lis



E foi assim que eu vi

Nosso amor na poeira,

Poeira

Morto na beleza fria de Maria



E o meu jardim da vida

Ressecou, morreu

Do pé que brotou Maria

Nem margarida nasceu



E o meu jardim da vida

Ressecou, morreu

Do pé que brotou Maria

Nem margarida nasceu",MPB
Djavan,Eu Te Devoro,"Teus sinais
Me confundem da cabeça aos pés
Mas por dentro eu te devoro
Teu olhar
Não me diz exato quem tu és
Mesmo assim eu te devoro



Te devoraria a qualquer preço

Porque te ignoro ou te conheço

Quando chove ou quando faz frio

Noutro plano

Te devoraria tal Caetano

A Leonardo Di Caprio



É um milagre

Tudo que Deus criou

Pensando em você

Fez a via-láctea

Fez os dinossauros

Sem pensar em nada

Fez a minha vida

E te deu



Sem contar os dias

Que me faz morrer

Sem saber de ti

Jogado à Solidão

Mas se quer saber

Se eu quero outra vida

Não! Não!



Teus sinais

Me confundem da cabeça aos pés

Mas por dentro eu te devoro

Teu olhar

Não me diz exato quem tu és

Mesmo assim eu te devoro



Te devoraria a qualquer preço

Porque te ignoro ou te conheço

Quando chove ou quando faz frio

Noutro plano

Te devoraria tal Caetano

A Leonardo Di Caprio



É um milagre

Tudo que Deus criou

Pensando em você

Fez a via-láctea

Fez os dinossauros

Sem pensar em nada

Fez a minha vida

E te deu



Sem contar os dias

Que me faz morrer

Sem saber de ti

Jogado à Solidão

Mas se quer saber

Se eu quero outra vida

Não! Não!



Eu quero mesmo é viver

Pra esperar, esperar

Devorar você



Eu quero mesmo é viver

Pra esperar, esperar

Devorar você



Viver, viver

Pra esperar você

Quero viver

Pra esperar você

Quero esperar você",MPB
Djavan,Se,"Você disse que n?o sabe se não
Mas também não tem certeza que sim
Quer saber?
Quando é assim
Deixa vir do coração
Você sabe que eu só penso em você

Você diz que vive pensando em mim

Pode ser

Se é assim

Você tem que largar a mão do não

Soltar essa louca, arder de paixão

Não há como doer pra decidir

Só dizer sim ou não

Mas você adora um se...

Eu levo a sério mas você disfarça

Você me diz á  beça e eu nessa de horror

E me remete ao frio que vem lá do Sul

Insiste em zero a zero e eu quero um a um

Sei lá o que te dá, não quer meu calor

São Jorge, por favor, me empresta o dragão

Mais fácil aprender japonês em Braille

Do que você decidir se dá ou não",MPB
Djavan,Sina,"Pai e mãe, ouro de mina
Coração, desejo e sina
Tudo mais, pura rotina, jazz
Tocarei seu nome pra poder falar de amor
Minha princesa, art-nouveau

Da natureza, tudo o mais

Pura beleza, jazz



A luz de um grande prazer

É irremediável neon

Quando o grito do prazer

Açoitar o ar, réveillon



O luar, estrela do mar

O sol e o dom

Quiçá, um dia, a fúria desse front

Virá lapidar o sonho

Até gerar o som

Como querer Caetanear

O que há de bom",MPB
Djavan,Um Amor Puro,"O que há dentro do meu coração
Eu tenho guardado pra te dar
E todas as horas que o tempo
Tem pra me conceder
São tuas até morrer

E a tua história, eu não sei

Mas me diga só o que for bom

Um amor tão puro que ainda nem sabe

A força que tem

é teu e de mais ninguém



Te adoro em tudo, tudo, tudo

Quero mais que tudo, tudo, tudo

Te amar sem limites

Viver uma grande história



Aqui ou noutro lugar

Que pode ser feio ou bonito

Se nós estivermos juntos

Haverá um céu azul



Um amor puro

Não sabe a força que tem

Meu amor eu juro

Ser teu e de mais ninguém

Um amor puro",MPB
Shawn Mendes,Treat You Better,"Paroles de la chanson Treat You Better par Shawn Mendes
I won't lie to you
I know he's just not right for you
And you can tell me if I'm off
But I see it on your face
When you say that he's the one that you want
And you're spending all your time
In this wrong situation
And anytime you want it to stop

I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted crying
When you should be with me instead
I know I can treat you better
Better than he can


I'll stop time for you
The second you say you'd like me too
I just wanna give you the loving that you're missing
Baby, just to wake up with you
Would be everything I need and this could be so different
Tell me what you want to do
'Cause I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted crying
When you should be with me instead
I know I can treat you better
Better than he can
Better than he can


Give me a sign
Take my hand, we'll be fine
Promise I won't let you down
Just know that you don't
Have to do this alone
Promise I'll never let you down

'Cause I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted crying
When you should be with me instead
I know I can treat you better
Better than he can
Better than he can
Better than he can",pop
Shawn Mendes,Stitches,"Paroles de la chanson Stitches par Shawn Mendes
I thought that I've been hurt before
But no one's ever left me quite this sore
Your words cut deeper than a knife
Now I need someone to breathe me back to life

Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on

You watch me bleed until I can't breathe
I'm shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches
I'm tripping over myself,
I'm aching begging you to come help

And now that I'm without your kisses
I'll be needing stitches

Just like a moth drawn to a flame
Oh, you lured me in, I couldn't sense the pain
Your bitter heart cold to the touch
Now I'm gonna reap what I sow
I'm left seeing red on my own

Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on

You watch me bleed until I can't breathe
I'm shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches

I'm tripping over myself,
I'm aching begging you to come help
And now that I'm without your kisses
I'll be needing stitches

Needle and the thread,
Gotta get you out of my head
Needle and the thread,
Gonna wind up dead

Needle and the thread,
Gotta get you out of my head
Needle and the thread,
Gonna wind up dead

Needle and the thread,
Gotta get you out of my head
Needle and the thread,

Gonna wind up dead

Needle and the thread,
Gotta get you out of my head, get you out of my head

You watch me bleed until I can't breathe
I'm shaking, falling onto my knees (falling on my knees)
And now that I'm without your kisses
I'll be needing stitches (and I'll be needing stitches)
I'm tripping over myself,
I'm aching begging you to come help (begging, ""Baby, please."")
And now that I'm without your kisses
I'll be needing stitches


(And now that)
I'm without your kisses
I'll be needing stitches
(And now that)
I'm without your kisses
I'll be needing stitches",pop
Shawn Mendes,Mercy,"Paroles de la chanson Mercy par Shawn Mendes
You've got a hold on me
Don't even know your power
I stand a hundred feet
But I fall when I'm around you

Show me an open door
Then you go and slam it on me
I can't take anymore
I'm saying, baby...

Please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart
Would you please have mercy, mercy on my heart ?
Would you please have mercy, mercy on my heart ?


I'd drive through the night
Just to be near you, baby
Heart open, testify
Tell me that I'm not crazy

I'm not asking for a lot
Just that you're honest with me
And my pride is all I got
I'm saying, baby...

Please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart
Would you please have mercy on me ?
I'm a puppet on your strings
And even though you got good intentions

I need you to set me free
Would you please have mercy, mercy on my heart ?
Would you please have mercy, mercy on my heart ?

Consuming all the air inside my lungs
Ripping all the skin from off my bones
I'm prepared to sacrifice my life
I would gladly do it twice

Consuming all the air inside my lungs
Ripping all the skin from off my bones
I'm prepared to sacrifice my life
I would gladly do it twice

Please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart

Would you please have mercy on me ?
I'm a puppet on your strings
And even though you got good intentions
I need you to set me free

I'm begging you for mercy, mercy
Begging you, begging you, please, baby
I'm begging you for mercy, mercy
Ooh, I'm begging you, I'm begging you",pop
Shawn Mendes,Señorita,"Paroles de la chanson Señorita par Shawn Mendes
[Camila Cabello]
I love it when you call me señorita
I wish I could pretend I didn't need ya
But every touch is oh la la la
It's true la la la
Oooh I should be running
Oooh you keep me coming for ya

[Shawn Mendes]
Land in Miami
The air was hot from summer rain
Sweat dripping off me
Before I even knew her name la la la
It felt like oooh la la la
Yeah no


Sapphire moonlight
We danced for hours in the sand
Tequila sunrise
Her body fit right in my hands la la la
It felt like oooh la la la yeah

[Camila Cabello & Shawn Mendes]
I love it when you call me señorita
I wish I could pretend I didn't need ya
But every touch is oh la la la
It's true la la la
Oooh I should be running

Oooh you know I love it when you call me señorita
I wish it wasn't so damn hard to leave ya
But every touch is oh la la la
It's true la la la

Oooh I should be running
Oooh you keep me coming for ya

[Camila Cabello]
Locked in the hotel
There's just some things that never change
You say that we're just friends
But friends don't know the way you taste la la la

Cause you know it's been a long time coming
Don't you let me fall
Oooh, when your lips undress me
Hooked on your tongue
Oooh love, your kiss is deadly
Don't stop

[Camila Cabello & Shawn Mendes]
I love it when you call me señorita

I wish I could pretend I didn't need ya
But every touch is oh la la la
It's true la la la
Oooh I should be running

Oooh you know I love it when you call me señorita
I wish it wasn't so damn hard to leave ya
But every touch is oh la la la
It's true la la la
Oooh I should be running
Oooh you keep me coming for ya

[ Camila Cabello & Shawn Mendes]
All along I've been coming for ya
And I hope it meant something to ya
Call my name I'll be coming for ya
Coming for ya, coming for ya, coming for you


For ya
Oooh I should be running
Oooh you keep me coming for ya",pop
Shawn Mendes,In My Blood,"Paroles de la chanson In My Blood par Shawn Mendes
Help me, it's like the walls are caving in
Sometimes I feel like giving up
But I just can't
It isn't in my blood

Laying on the bathroom floor, feeling nothing
I'm overwhelmed and insecure, give me something
I could take to ease my mind slowly
Just have a drink and you'll feel better
Just take her home and you'll feel better
Keep telling me that it gets better
Does it ever?

Help me, it's like the walls are caving in
Sometimes I feel like giving up
No medicine is strong enough

Someone help me
I'm crawling in my skin
Sometimes I feel like giving up
But I just can't
It isn't in my blood

It isn't in my blood

Looking through my phone again feeling anxious
Afraid to be alone again, I hate this
I'm trying to find a way to chill, can't breathe, oh
Is there somebody who could...

Help me, it's like the walls are caving in
Sometimes I feel like giving up
No medicine is strong enough
Someone help me

I'm crawling in my skin
Sometimes I feel like giving up
But I just can't
It isn't in my blood

It isn't in my blood

I need somebody now
I need somebody now
Someone to help me out
I need somebody now

Help me, it's like the walls are caving in
Sometimes I feel like giving up
But I just can't
It isn't in my blood

It isn't in my blood

It isn't in my blood
I need somebody now
It isn't in my blood
I need somebody now
It isn't in my blood",pop
